row_index,predicted_prob,actual_treatment,actual_visit,actual_conversion
4868,0.7086368893469802,0,0,0
7418,0.7085125387744234,1,0,0
11181,0.7084134862825006,1,1,0
3467,0.7079375030480441,1,0,0
2053,0.7079181102435931,1,0,0
8090,0.7079155421685982,1,1,0
821,0.7079155421685982,1,1,0
7682,0.7078650926557697,1,0,0
7324,0.707785484910328,0,0,0
4406,0.7076902322657889,0,0,0
2186,0.707630821447253,0,0,0
3419,0.707630821447253,1,0,0
591,0.7071138389692664,0,0,0
8247,0.7070995601354759,1,0,0
11332,0.7070536944582763,1,1,0
3606,0.7068060976364325,1,0,0
4178,0.7068060976364325,0,0,0
7260,0.7068060976364325,0,1,0
2831,0.7065168196948127,1,0,0
6547,0.7064446350070647,1,0,0
3104,0.7063013581350495,1,0,0
5164,0.7063013581350495,1,1,0
3033,0.7063013581350495,1,0,0
12205,0.706034915594023,1,0,0
5658,0.7059153400850136,1,0,0
5302,0.7058489127457648,1,0,0
9424,0.705449626569535,1,0,0
1090,0.7049487514430157,1,0,0
7994,0.7049100400047527,1,0,0
4288,0.70444189397947,1,0,0
2779,0.7043752382492405,1,0,0
11082,0.7038646907001542,1,0,0
10877,0.7038646907001542,1,0,0
4899,0.7038646907001542,1,0,0
3249,0.7037520680305855,0,1,0
7786,0.7036801271312579,1,0,0
7659,0.7033175396163702,0,0,0
12466,0.7033145738032008,0,1,0
10461,0.7032698876019252,1,0,0
3408,0.7030784335337383,0,0,0
10180,0.7029659881970731,1,0,0
11597,0.7029482876520471,1,0,0
10931,0.7029453801423621,1,0,0
5422,0.702938181870207,1,0,0
4298,0.7027871734150051,1,0,0
6837,0.702454322079366,1,0,0
10815,0.7024124430538065,0,0,0
3841,0.7021920281501376,1,0,0
5749,0.7018582206357536,0,0,0
7373,0.7018582206357536,0,0,0
11178,0.7018548655188777,0,1,0
8878,0.7018180827501354,1,0,0
10782,0.7015366165687263,0,0,0
9302,0.7008921327432853,0,0,0
8010,0.7008921327432853,0,1,0
4497,0.7008921327432853,1,0,0
6578,0.7007602899201198,1,0,0
2096,0.7006935586445807,1,0,0
6014,0.700653545070699,1,0,0
3514,0.6999836913977243,0,0,0
1089,0.6998889408078304,1,0,0
12003,0.699884988725229,1,0,0
6560,0.6997480489384242,1,1,0
5922,0.6997480489384242,0,1,0
5284,0.6997320311416851,1,1,0
5906,0.6993408511252186,1,0,0
3168,0.6991614055240265,0,0,0
5680,0.6991614055240265,1,0,0
1874,0.6990480198662516,1,0,0
12097,0.6990160989415439,1,0,0
1825,0.6989932955603607,1,0,0
8533,0.6988693095617612,0,0,0
4305,0.6988096624771107,1,0,0
2446,0.6986607165722858,1,0,0
3694,0.6986603617188052,0,0,0
8662,0.6986559733903503,1,0,0
8857,0.6985569141679892,0,0,0
9340,0.6984795147529371,0,0,0
254,0.6984614884287662,1,0,0
973,0.6984187732702286,1,1,0
9949,0.6981964568683459,1,1,0
4955,0.6981838808151318,1,1,0
9154,0.6979833925109716,1,1,0
74,0.6978695699539095,0,0,0
3532,0.6977571414849797,1,0,0
12745,0.6976864103175623,1,1,0
2666,0.6975827542551957,1,1,0
3794,0.6972868368608285,1,0,0
4613,0.6972821539578136,1,0,0
1729,0.6972501300284604,0,0,0
2035,0.6971973609990705,1,0,0
8337,0.6971946790906632,1,1,0
8638,0.6971804112913648,1,0,0
12181,0.6971265188535122,1,1,0
1931,0.6970284680821485,1,1,0
855,0.6966084982012781,0,0,0
598,0.6961990556361842,0,1,0
6777,0.6961540287042659,1,0,0
4755,0.6960000255157045,1,0,0
7397,0.6959833527187007,1,1,0
11733,0.6958178319958042,1,1,0
8430,0.6955353353320143,1,1,0
2252,0.6953936678655148,1,0,0
9507,0.6953236433124776,0,0,0
7381,0.6953236433124776,1,0,0
3218,0.6952510430967398,1,0,0
3349,0.6952483539575436,1,1,0
8473,0.6951702512882472,1,0,0
6208,0.6950700214668161,1,1,0
2999,0.6947932595589651,1,1,0
3636,0.6947722162801133,1,0,0
10367,0.694560784115757,1,0,0
4523,0.6945096029566425,1,0,0
3994,0.6944993172356135,0,1,0
7723,0.6944826950196902,1,0,0
6145,0.6941367516596434,1,0,0
12468,0.6940431541643647,0,1,0
11395,0.6938498960051975,1,0,0
10427,0.6938304347301898,1,0,0
11867,0.6938304347301898,0,0,0
6248,0.6938034404403878,1,0,0
11154,0.6937730783242154,1,0,0
4384,0.6936685680289935,0,0,0
4100,0.6936035185808651,0,0,0
11095,0.6936035185808651,1,0,0
2143,0.6936035185808651,1,0,0
12066,0.6936035185808651,1,0,0
8403,0.6936035185808651,1,1,0
1840,0.6936011563867301,1,0,0
4444,0.6936011563867301,0,0,0
941,0.6936011563867301,1,1,0
8522,0.6933973055551428,1,1,0
6493,0.6933973055551428,0,1,0
7143,0.6933973055551428,1,1,0
1286,0.6933222273236346,1,0,0
12691,0.6932469597959783,0,0,0
2124,0.6932165373631829,1,0,0
12135,0.6931357666995666,1,1,0
2144,0.6931357666995666,1,0,0
1731,0.6931296036900086,1,0,0
1523,0.6930302271494888,1,1,0
408,0.6930111110583261,1,1,0
12556,0.6930111110583261,1,0,0
12393,0.6929013008958491,1,1,0
11654,0.6928443743183013,0,0,0
6056,0.692727743510884,0,0,0
2154,0.6926603693097907,1,1,0
4730,0.6925928687177694,1,0,0
7232,0.6925699610654247,0,0,0
298,0.6925642978043532,1,1,0
5026,0.6924582501766802,1,1,0
9260,0.6924380776941671,0,0,0
2822,0.6924380776941671,1,0,0
5500,0.6924380776941671,1,1,1
3191,0.6924380776941671,1,1,0
8258,0.692211146709677,1,0,0
8476,0.6918183068508001,1,0,0
10778,0.6918042787509062,1,1,0
4582,0.6917688601340568,1,1,0
8643,0.6915604715373205,0,0,0
9103,0.6915604715373205,1,0,0
2325,0.691335248132818,0,0,0
4214,0.691335248132818,0,0,0
5318,0.6909679915166614,0,0,0
10725,0.6909327441875335,1,1,0
3063,0.6909075182164025,1,1,0
6376,0.6908858854544231,1,0,0
10662,0.6907468033738902,1,1,0
289,0.6906988047046979,1,0,0
6217,0.6906536014617083,1,0,0
9716,0.6905921098019733,1,0,0
11599,0.6905278101375754,1,1,0
6021,0.6904985445744379,1,0,0
1153,0.6904040098914082,1,0,0
5215,0.6902225887584457,1,0,0
6077,0.6901383383933514,1,1,0
7436,0.69011584738518,1,0,0
5745,0.6901078760690441,1,1,0
12473,0.6900680435591698,1,0,0
7226,0.6900614645763488,1,1,0
12708,0.6900499307715486,1,0,0
10935,0.6899661592052925,0,0,0
12,0.6898174747594658,0,0,0
5167,0.6898100331563447,0,0,0
3949,0.6896687777673781,1,0,0
2525,0.6896422298699575,0,1,0
4062,0.6894804418920165,1,1,0
10697,0.6894618556578981,1,0,0
11041,0.689369063408677,1,0,0
6687,0.6893502898888838,0,0,0
2873,0.6893502898888838,1,0,0
10433,0.6891996599403574,0,1,0
3525,0.6891184647720086,0,0,0
472,0.6891119577098377,1,0,0
2487,0.6889918900317322,1,0,0
3698,0.6889731870443947,1,0,0
1843,0.6888763621541171,1,0,0
4047,0.6887891175526506,0,0,0
2036,0.6887749397108912,1,0,0
4490,0.6886181126970238,1,0,0
3238,0.6885439966615697,0,1,0
6359,0.6883278880370097,1,1,0
10071,0.6882822735786102,1,1,0
979,0.6882822735786102,0,0,0
3302,0.6882128054334764,0,0,0
11995,0.6881468511205683,1,1,0
368,0.688037695271633,0,0,0
9849,0.6880220061306803,1,0,0
3203,0.687912965089571,1,0,0
11773,0.6878914551337431,0,0,0
3563,0.6877341623717582,1,0,0
4104,0.6876132225277032,1,0,0
5799,0.6875087451148316,1,0,0
6759,0.6869770641960958,1,0,0
8939,0.6869465452965364,0,0,0
10440,0.6869158704067101,1,1,0
1253,0.6869016280818722,1,0,0
3270,0.6869016280818722,1,0,0
3934,0.6868241784814154,0,1,0
8695,0.6868241784814154,0,1,0
3662,0.6867758769425133,1,0,0
12690,0.6866352840417486,0,0,0
7323,0.6865522216946169,1,1,0
3236,0.686090056307109,1,0,0
7349,0.6860127447833162,1,1,0
2652,0.6859936174397783,1,1,0
8329,0.685793149952537,0,0,0
7435,0.6855459219907662,1,1,0
4968,0.6855459219907662,0,1,0
1876,0.6855303752548474,1,0,0
3484,0.6854877902717867,0,0,0
495,0.6854651882396794,1,0,0
4375,0.6853482020678165,1,0,0
11965,0.685242862802879,1,0,0
5557,0.6851262438507617,0,0,0
10843,0.6849480097692923,1,0,0
2884,0.6848536590658154,1,1,0
9966,0.6846793486968834,0,0,0
10409,0.6846435396550223,0,0,0
12053,0.6846435396550223,0,1,0
6020,0.6844018766641424,1,0,0
2541,0.6843477131144471,0,0,0
6041,0.6840414480115136,1,1,0
12121,0.6839784571381996,1,1,0
849,0.6838471641441112,1,0,0
5377,0.6838064492856564,0,0,0
4845,0.6837488451281093,0,0,0
9455,0.6835972581438773,0,0,0
5469,0.6834375010101947,1,0,0
1033,0.6833821216303476,0,0,0
5706,0.6832677997379312,0,0,0
3633,0.6831374095666046,1,1,0
9688,0.683121209351955,1,0,0
11656,0.683121209351955,1,0,0
9945,0.6830640931923356,1,0,0
1504,0.6827481450324485,1,0,0
10143,0.6824334839455475,0,1,0
2853,0.6822810299162564,0,0,0
136,0.6821473785733189,1,0,0
7395,0.6821473785733189,0,0,0
11379,0.6821473785733189,0,0,0
10391,0.6818908000131834,1,1,0
11337,0.6817313831977854,1,0,0
330,0.6817313831977854,0,0,0
1783,0.6817197727202479,1,0,0
5830,0.6816341040912819,1,0,0
8059,0.6814566120797553,1,0,0
2950,0.6814134900119209,1,1,0
10999,0.6813483118436762,1,1,0
5235,0.6812271509911931,1,0,0
26,0.6812271509911931,0,0,0
1191,0.6810800469217498,1,0,0
935,0.6809059997127439,0,0,0
8297,0.6809059997127439,1,0,0
9359,0.6808533427395341,0,0,0
3680,0.6807464328599567,0,0,0
9824,0.6806837684741542,0,0,0
9946,0.6806837684741542,0,0,0
12480,0.680667695047548,1,0,0
11330,0.680649599360079,0,0,0
9289,0.6805918130441511,0,0,0
12760,0.6804589162319814,1,0,0
600,0.6804589162319814,0,0,0
8370,0.6804017903154229,0,0,0
12492,0.6803588476137064,0,1,0
5709,0.6803167805132505,1,1,0
4012,0.6801740864698191,1,0,0
4720,0.6797931699149269,0,0,0
5787,0.6797931699149269,1,1,0
8345,0.6797931699149269,1,1,0
2603,0.679649328934435,1,0,0
19,0.6796026546263177,1,0,0
9600,0.6795833415525299,1,1,0
9614,0.6794975523207933,1,0,0
9604,0.6792147127285391,0,0,0
2028,0.679180190665481,1,0,0
245,0.6791040884955883,1,0,0
3803,0.679010036794073,1,0,0
2375,0.6789833659831122,1,1,0
10137,0.6789519715429388,0,0,0
3923,0.6788137620987222,0,0,0
6129,0.6784895932579159,1,0,0
2245,0.6784079157954872,1,0,0
2801,0.6783866904385154,0,0,0
10100,0.6782279397158816,0,0,0
1022,0.6781737384561585,0,0,0
7192,0.6781352947206258,1,1,0
12057,0.6781352947206258,1,1,0
10503,0.6780783825903749,1,0,0
5360,0.678061874949747,1,0,0
7875,0.678061874949747,1,0,0
4203,0.6779451934486911,0,0,0
2708,0.6778471580193595,1,0,0
11258,0.6777624456892024,1,0,0
7299,0.6776417407579739,1,1,0
3675,0.6775421013266562,0,0,0
4610,0.6774767438685952,1,0,0
5109,0.6774491141834986,0,0,0
748,0.67739632960121,1,0,0
1970,0.6773584729596559,0,0,0
7158,0.6772530819772854,1,0,0
64,0.6771171489686246,1,0,0
3801,0.6771171489686246,1,0,0
2339,0.677101307626334,1,1,0
2046,0.6769163004081797,1,0,0
3845,0.6768215373477035,1,0,0
10173,0.6767351976651494,1,0,0
631,0.6767333489838119,1,0,0
11821,0.6767144992760333,1,0,0
2521,0.6765679579043606,0,0,0
10558,0.6765679579043606,1,1,0
9227,0.6765679579043606,0,0,0
5401,0.6764187860185765,0,0,0
10617,0.6764187860185765,1,1,0
7964,0.6763897983195961,1,0,0
10742,0.6763336336000503,1,1,0
5187,0.6761562989235684,1,1,1
2936,0.6761418119812496,1,0,0
1814,0.6761418119812496,1,0,0
12411,0.6758911123443122,1,0,0
6648,0.6758315626037976,1,0,0
2597,0.6757605112898146,0,0,0
8055,0.6757605112898146,1,1,0
12224,0.6755491306685977,1,1,0
10021,0.6754689684036937,1,0,0
6856,0.6754623089480656,1,1,0
1860,0.6754424662124158,0,0,0
2162,0.6753565288845425,1,0,0
12600,0.6753565288845425,0,1,0
1204,0.6753565288845425,1,1,0
3632,0.6753565288845425,0,0,0
436,0.6752061849725691,1,0,0
12571,0.6749688582127709,1,0,0
4923,0.6746472912089216,0,0,0
2613,0.6746153111926396,1,0,0
10839,0.6745265795585146,0,0,0
12503,0.674397993554024,1,0,0
8352,0.674132318502465,0,0,0
6494,0.674132318502465,1,1,0
12551,0.6740118764310974,0,0,0
100,0.6738672478023529,1,1,0
4388,0.6738389182208884,0,1,0
3617,0.6738285952890504,0,0,0
8072,0.6735029554805074,0,0,0
9981,0.6735029554805074,1,0,0
3062,0.6733775349425865,0,0,0
4083,0.6732267518074307,1,0,0
5305,0.6730499778694009,1,0,0
8233,0.6728774497955325,1,0,0
7287,0.6728774497955325,1,0,0
1154,0.672870251815363,0,0,0
2377,0.672746450170292,1,0,0
2475,0.6725794749928199,1,1,0
2857,0.6725794749928199,0,1,0
1383,0.6725237666049219,1,0,0
460,0.6724857555367689,0,0,0
9034,0.6724417397630857,1,0,0
8777,0.6722746274431245,0,0,0
12175,0.6721874148333915,0,1,0
7333,0.6720344472095063,1,0,0
7130,0.671874315859233,1,0,0
7154,0.6718444391133058,1,1,0
11630,0.6717300264794624,0,0,0
2015,0.6717024435644064,0,0,0
11359,0.6716589440643078,1,0,0
10029,0.671391154869164,1,0,0
11325,0.6713619569401257,1,0,0
9642,0.6712983165170778,0,1,0
4133,0.671247426334517,1,0,0
9277,0.67121961054365,1,0,0
10814,0.6711976643419318,1,0,0
1888,0.6711867248379896,1,1,0
11979,0.6710097487034397,0,0,0
1444,0.6710097487034397,0,0,0
8977,0.6708924332017357,1,0,0
9251,0.6707779644238578,1,0,0
12545,0.6707779644238578,0,0,0
8656,0.6707331529186706,1,0,0
474,0.6706722641129328,1,0,0
32,0.6702393908840585,1,0,0
11087,0.6701281803443849,1,0,0
8399,0.6699239861593441,1,0,0
3800,0.6698069077317858,1,1,0
12254,0.6696627566226727,0,1,0
7781,0.6696322003677305,0,0,0
7411,0.6696135056786331,1,0,0
1244,0.6695355820706733,0,0,0
3745,0.6694004716963441,0,0,0
3149,0.669396966212286,0,1,0
10481,0.6693566663683975,0,0,0
10991,0.6693363174750645,1,1,0
2711,0.6693363174750645,1,1,0
991,0.6692526417861575,1,1,0
3245,0.6691393799514295,0,0,0
5446,0.6691245329114812,0,0,0
11579,0.6691173264432988,1,0,0
1322,0.6691005776321739,0,0,0
1785,0.6688438150774467,1,0,0
1991,0.6686340427873642,1,1,0
3336,0.6685957584993066,1,0,0
5892,0.6685366391679965,1,1,0
8568,0.6682841943178782,1,0,0
7983,0.6682841943178782,1,0,0
7152,0.6682816130931016,0,0,0
8331,0.6680876413544297,1,1,0
8203,0.6680876413544297,1,0,0
7362,0.6680228371294178,1,1,0
1470,0.6679933455299198,0,0,0
9098,0.6679229270307088,0,1,0
5868,0.6679229270307088,1,0,0
4996,0.6677448915849414,1,0,0
6085,0.6676222938702431,0,0,0
3195,0.667526449347212,1,1,0
4018,0.6673171348235389,1,0,0
6752,0.66695313364836,1,0,0
8165,0.66695313364836,1,0,0
1041,0.6668816166434515,0,0,0
10064,0.6668680881978784,0,0,0
1499,0.6668414091732456,1,0,0
11551,0.6668285296453978,0,1,0
2702,0.6667380462302824,1,1,0
3973,0.6666129965101767,0,1,0
11305,0.6665522363492083,0,0,0
11521,0.6663297588343587,1,0,0
7076,0.6663297588343587,1,1,0
10153,0.6663297588343587,0,0,0
8792,0.6663297588343587,1,0,0
10338,0.6662347652696293,0,0,0
6910,0.6662184664573261,0,0,0
10528,0.666182201372765,1,0,0
10666,0.6661784952518238,0,0,0
6013,0.6660842095109941,1,1,0
9566,0.6659591886730127,1,0,0
1378,0.6659177980436293,1,0,0
5733,0.6656870072589977,1,0,0
12300,0.665601589524557,0,0,0
21,0.6655463884088269,0,0,0
8689,0.6653309843244083,1,0,0
8935,0.6653309843244083,1,0,0
6755,0.6652879378887371,1,0,0
8143,0.6650509839087444,1,0,0
4856,0.6650078697800588,0,0,0
10179,0.664967208225213,0,0,0
10333,0.6649613016965812,1,0,0
5785,0.6648685956066576,0,0,0
10022,0.6648685956066576,0,0,0
2527,0.6648029776561875,1,0,0
4600,0.6647939570163004,1,1,0
4685,0.6647593544266363,1,0,0
11841,0.6646480468070359,1,1,0
4262,0.6645928738269834,1,0,0
3976,0.6645916917447252,1,0,0
12081,0.6645916917447252,1,0,0
11073,0.664397633207446,0,0,0
5208,0.664397633207446,1,0,0
491,0.6643541483513569,0,0,0
951,0.6643541483513569,0,0,0
11723,0.664342728192861,0,1,0
8622,0.6642932077872553,1,1,0
10458,0.6642435101741112,1,0,0
6444,0.6641390096131519,0,1,0
7277,0.6640739170308635,1,0,0
11876,0.6640700410688268,1,0,0
8502,0.6639636379187493,0,0,0
4546,0.6639504416251739,1,0,0
11289,0.6639259778185169,0,1,0
2132,0.6639259778185169,0,0,0
6280,0.6639259778185169,0,0,0
9723,0.6636946031596486,1,0,0
2275,0.6636550317170847,1,1,0
10739,0.6636384205870302,1,0,0
12134,0.6635998901079537,1,0,0
8390,0.6635434865536458,0,0,0
8747,0.6635434865536458,1,0,0
12054,0.6635434865536458,0,0,0
6268,0.6635434865536458,0,1,0
1193,0.6635393114431805,1,1,0
8850,0.6635313705347434,0,0,0
5402,0.6634797957116405,1,0,0
12519,0.6634797957116405,1,0,0
7853,0.6631380758873977,1,0,0
8402,0.663134147739753,0,0,0
7062,0.6630813153010504,1,0,0
6887,0.6630461185142551,0,0,0
6700,0.6630193869387468,0,0,0
6414,0.6629871956660024,1,1,0
7926,0.6629871956660024,1,0,0
