row_index,actual_treatment,actual_visit,actual_conversion,uplift_two_model,uplift_class_transform,uplift_causal_forest,baseline_predicted_prob
99,1,0,0,-0.08019981829688078,-0.08704822197341333,0.060494434128825485,0.4430797023007721
100,1,1,0,0.08148197227927301,0.012363563477759021,0.13119762632266677,0.6738672478023529
101,1,1,0,-0.06547490590686955,-0.14334649598195115,0.016205662530238477,0.6101454591558182
102,1,0,0,0.11959296431874877,-0.31452979698800276,0.028999483682882434,0.4914189124294676
103,0,0,0,0.22127188462141958,-0.24630233956598713,0.12155760465954273,0.3239557339100996
104,0,0,0,-0.048973779903848325,-0.12591726851095086,-0.02289433676525916,0.5577629496333871
105,0,0,0,0.2009268821457058,-0.1818076921372217,0.12216588751445777,0.5253276608190902
106,1,0,0,-0.12394413815734173,-0.16511096909545753,0.03726519571724306,0.4008786542483947
107,1,1,0,0.06163879547725537,0.014122928158036618,0.1426607586173281,0.6317318778053164
108,1,0,0,0.13038952875842708,-0.2734373770034485,0.12159796964986903,0.5245721714104548
109,1,0,0,0.16263042965781926,-0.1785706914702998,0.09519779494982289,0.4628047036911102
110,0,0,0,0.1153639341967695,-0.25188074997767806,0.059306995980121846,0.2262177537102654
111,1,1,0,0.23084503985027024,-0.17293365280576178,0.09942929587494953,0.3560232521211288
112,1,1,0,-0.1149382441417729,-0.09961658128404094,-0.006529328162328179,0.640274735421056
113,0,0,0,-0.07338083698382036,-0.1902446351151028,0.09828577451268344,0.6316236607486819
114,0,0,0,0.04988209970015084,-0.2453166135993976,0.0016118365787213093,0.4719173545168788
115,1,1,0,-0.2119909273076931,-0.2051592645799557,0.006332027323700392,0.6110901796883275
116,1,0,0,-0.16466971520404527,-0.29962751013350675,0.007285106781870639,0.7388388999047097
117,1,0,0,-0.22636110913937624,-0.3322638672470484,0.05491846664655919,0.2246585766259979
118,0,0,0,-0.0069779005715055464,-0.23840035409995264,-0.010527981655025425,0.3267849742001874
119,1,0,0,-0.05642027331147392,0.010098082441305722,0.09704708689728052,0.5077883670717447
120,0,0,0,0.007354485213800999,-0.17216720030896737,0.07973866243323631,0.6023585578925833
121,1,0,0,0.2759102667678496,-0.2439211661791445,0.10696420592621597,0.2559669645122387
122,1,0,0,0.2167693315935526,-0.14553026548159864,0.07102070408300384,0.362314205674911
123,1,0,0,-0.18852929773833133,-0.4519653806756968,0.025912542973459463,0.4836540995274661
124,1,1,0,0.2686152442467593,-0.23923388289536696,0.14052499205366803,0.3484140586444417
125,1,0,0,0.16587114395364833,-0.22362113141076556,0.04202476565729791,0.5660952224277787
126,0,0,0,0.1281437264552,-0.20995607456850052,0.05587055036556319,0.2600655134536925
127,1,1,0,0.057724548692139,-0.1999051812266126,0.12382713240295062,0.431553882017543
128,1,0,0,0.27718112218608065,0.16366277712818977,0.05273838203258332,0.6075828812753831
129,1,0,0,-0.15338554960909268,-0.25400820666342094,-0.015605274108024085,0.4913240500356635
130,1,0,0,0.28107854271666255,-0.22177229496604123,0.12956639766745306,0.3227658927590932
131,0,1,0,-0.032566075927706106,-0.10189117572165662,0.05826630928471879,0.466344514225324
132,1,0,0,0.1346331148861991,-0.1548170608295828,0.050295539740553605,0.3622160601451491
133,0,0,0,-0.06115127361433126,-0.13423004138491001,0.05023609623458416,0.6073515534795388
134,0,0,0,0.21510565271924176,-0.26900234542903034,0.046526532545238315,0.1030138933606715
135,0,0,0,-0.22823149299314927,-0.16478540900820238,0.07677372294946337,0.3835220543373691
136,1,0,0,0.1735619681910262,-0.07806250314623442,0.22432845195211903,0.6821473785733189
137,0,0,0,0.25256619109035333,-0.10559804188746968,0.08000600324057963,0.5038427201975098
138,0,0,0,-0.21942625328432214,-0.32494615639759705,-0.017509348831541746,0.4268133919786043
139,0,0,0,-0.1884884275781999,-0.46940535833552965,-0.022146349958134956,0.510894666194853
140,0,0,0,0.23770087346824553,-0.16840795762563354,0.04933518749775518,0.6520012242021933
141,1,1,1,-0.047356883890703916,-0.3755115944468541,0.08227040457484622,0.6218015752680606
142,0,1,1,0.1004787597189914,-0.15196878838131656,0.049663375676361934,0.5401278474386803
143,1,1,1,0.2742761838195774,-0.05469493991047647,0.10236149078537081,0.6162602513177041
144,1,0,0,0.2678263771184498,-0.23500069100847087,0.08557886182388946,0.3145161186050095
145,1,0,0,-0.13251940975573323,-0.14568628350431834,0.06364949093946792,0.3432020806835335
146,1,0,0,0.07733737352696696,-0.30475344218621325,0.11691548386001456,0.5724717642793166
147,0,0,0,-0.014980296823381756,-0.10373502450865435,-0.06465025495563671,0.6162439027740776
148,0,0,0,0.202137633436353,-0.20877191656046468,0.08215369895481828,0.4024593467946363
149,0,0,0,0.03489150682685427,-0.16536686244215582,0.12841373103609185,0.5377055556920558
150,1,0,0,0.16155135928171444,-0.2920596343114299,0.02576836296482796,0.3562001499767265
151,0,0,0,-0.4643901345947435,-0.368648109623686,-0.03012523257528671,0.3817651827131544
152,1,0,0,0.07575238806277268,-0.18742414567507326,0.021565248812060338,0.216845773593618
153,1,0,0,-0.17955072642946873,-0.28215754851862407,-0.04889734334702757,0.5547004029690711
154,0,0,0,-0.0686486014440606,-0.19178907175462112,0.1182606565711069,0.5349573755653739
155,0,1,0,-0.1456761693626618,-0.31116702637491334,-0.009037079727533415,0.5761150436345649
156,0,0,0,-0.1081411756921179,-0.0864296664998847,0.1116468816297271,0.5496071764699191
157,1,1,0,0.016387841741851927,0.07698060372843862,0.13715291407920488,0.795578555891064
158,1,0,0,0.08558375437733984,-0.20352922867321988,0.11283631406070803,0.506876866338241
159,1,0,0,0.06593700458266458,-0.23465604212094604,0.016090719008879206,0.3534722616265944
160,0,0,0,0.035566314867741894,-0.3104294455122786,0.0007595410844391508,0.165622806789507
161,1,0,0,-0.24183900576727063,-0.3857483475485953,0.032309230449118514,0.3467901945177777
162,1,0,0,0.2252444404573287,-0.06893790135651612,0.09217806785236311,0.5126146753395137
163,1,0,0,0.265195679571802,-0.24858198591411673,0.08752683911174787,0.3205987872750968
164,1,0,0,0.08134170910200333,-0.1820898306778188,0.11375746300458163,0.564941118865659
165,0,0,0,0.26267666422159563,-0.18255413255558917,0.1302729793103956,0.4726937571710062
166,0,0,0,0.014017505988636048,-0.27285047367206894,0.058441323206888454,0.4058740727394233
167,1,0,0,0.23240881417913922,-0.2597222206979751,0.032033339394968316,0.1477766510599457
168,0,0,0,0.057140599196533026,-0.18000926570790698,0.12731967382052378,0.4418661107566715
169,1,1,0,0.00559798465317074,-0.043865481963971775,-0.011158583853746757,0.2789108810810444
170,1,0,0,0.11808630623985596,-0.28275605734316034,0.008521046659969415,0.0957889241302436
171,1,1,0,0.1185720263146659,-0.20210859363595046,0.03794221811954291,0.5359255416480211
172,1,1,0,0.06164147914716955,-0.20498706477481654,0.053255983601217985,0.3345075565942335
173,1,0,0,0.2297674243184033,-0.12214690763134717,0.027141494343856893,0.5085139634865736
174,1,0,0,0.5074257006458414,-0.14437508184739667,0.10304038362870498,0.5133000810602725
175,1,0,0,0.2043797659732995,-0.17290124544592433,-0.0293696903869217,0.4808151431981048
176,1,0,0,0.2671477166060741,0.0005554813584547347,0.1333348756424743,0.5414527881475303
177,1,1,0,0.22318024282992682,-0.27458570520841186,0.05913422141001687,0.2140378390090251
178,0,0,0,-0.14136466692527544,-0.06291682680943045,0.020265335929885418,0.5282694970810541
179,1,0,0,-0.023662629936201773,-0.14325699724684116,0.025181050608396264,0.2811829841128224
180,1,0,0,0.24472286280542616,-0.1551321737456829,0.054409965914061574,0.4116939395955813
181,1,0,0,0.06937928669913396,-0.1837363858386093,0.06900204527832425,0.4903504491376187
182,0,0,0,0.03270507095248737,-0.17025907752211822,0.03290400790306566,0.4446991716054826
183,1,0,0,-0.1218025091535132,-0.34546664450317244,0.0029188143815219655,0.4402259561684654
184,0,0,0,0.006004854481989341,-0.21019927711056285,0.032517219547087514,0.3909194778205818
185,0,0,0,0.28266828677586736,-0.07131740379479512,0.16074035353123176,0.5585301252608386
186,1,0,0,0.10523548218108218,-0.31817821894711795,0.01706599317199043,0.1817453439892166
187,0,0,0,-0.022752899013720018,-0.28806114925694437,0.02420954906536473,0.5786746289510487
188,1,1,0,0.0489825280361893,-0.049591442085979986,0.08603760929007878,0.580015643298375
189,1,0,0,-0.012111001765678364,-0.14370538449133774,0.05012697974437022,0.5088182915930005
190,1,0,0,0.18816598179802008,-0.2095777402922805,0.06980240629118552,0.3744447496002623
191,1,0,0,-0.007951883477621768,-0.22422808030266095,0.06020793954148491,0.5759977220945549
192,0,0,0,-0.16382899467581546,-0.1871427881462363,-0.0728304701485704,0.631966898320393
193,0,0,0,0.029649847690379094,-0.22624940421951922,0.07261744861141586,0.3307079531778006
194,0,0,0,0.2422137982132128,-0.13238869992624513,0.1396396068025037,0.5021056720740115
195,1,0,0,0.05173774495795325,-0.16687330190707006,0.03445388731962664,0.4616572563773504
196,1,1,0,-0.05699358179512293,-0.12505176019322928,0.0995801553988035,0.5194521413162851
197,1,0,0,0.027623776510180054,-0.14821439031549977,0.06064782615372207,0.4805193356599869
198,1,0,0,-0.11856048272690944,-0.17529684318672634,-0.013560769943096929,0.5448011843646132
199,1,0,0,-0.027374396084622332,-0.2379989794340457,-0.013911936700872988,0.3389506799548669
200,1,0,0,-0.1297843674308537,-0.17640651465802304,0.0665654029268327,0.4016132098962014
201,1,1,0,0.05772997580922723,-0.15121260808277703,0.11013268571645445,0.5254325447695847
202,1,0,0,0.24088735170769196,-0.19754135968186293,0.03744067848200857,0.4402611412736354
203,1,0,0,0.06481315784507424,-0.2855412333394738,0.021322867222088954,0.2309847501557672
204,1,0,0,0.30513631805708663,-0.005495118645933883,0.12133000952556862,0.3782119029663056
205,0,0,0,0.07855362105403707,-0.17841224945772705,0.004485155309022245,0.3603691533382899
206,0,0,0,0.1253790533703386,-0.23443555174727537,0.13530111844284223,0.5195393362291754
207,1,0,0,-0.0026448158572331404,-0.1981136245071815,0.07143081693339873,0.4863394171541089
208,1,0,0,0.1348096530091898,-0.15778000213220233,0.06917869541503915,0.2248386631695543
209,1,0,0,-0.0797900851385327,-0.4047124201502773,0.07486588827248729,0.3408978186429844
210,1,0,0,0.20670175767397087,-0.09791835758141199,0.0858571405067069,0.5196814843475261
211,1,1,0,-0.13475385225293016,-0.38376312220844344,-0.031999664420083465,0.2448857027718251
212,0,0,0,-0.0748417980221534,-0.23445173073016612,0.040216860720910755,0.5185862884087972
213,1,0,0,-0.1290144451046492,-0.19571154761354193,0.04096682402805373,0.3749146326469998
214,1,0,0,-0.11487700421390543,-0.18926421535918492,0.03692897141056753,0.4251074172729862
215,0,0,0,0.2181831421958079,-0.14543021532493106,0.06236587931841198,0.4062558977968726
216,1,0,0,0.05552762157974461,-0.13220759032957807,0.04695744920754867,0.3913190117034473
217,1,0,0,0.1740573442965891,-0.12625453430160793,0.13117931145926448,0.3617978345215685
218,1,0,0,-0.1743208586703543,-0.09396863655570187,0.027074226598703677,0.5954582090601643
219,1,0,0,0.02276153108571377,-0.2667170175871051,-0.06195682410481336,0.3875781238324639
220,1,0,0,-0.0765077793305124,-0.1472956811749404,0.061752369176123104,0.515050597565984
221,1,0,0,-0.029461324029469632,-0.23788592280903542,0.011260664957194258,0.2564685248362773
222,1,0,0,-0.026415802109245767,-0.17507309104127833,0.1266474380102747,0.4659289375880445
223,0,1,0,-0.22261237225025188,-0.24450705312228171,0.01619369302455298,0.4906018172591844
224,1,0,0,0.23301928807402084,-0.2289922246143462,0.13979376379629185,0.2573767840381891
225,1,0,0,0.062119400476970066,0.2738121200139465,0.057433108488929935,0.5490979735153098
226,1,0,0,-0.024652246012309087,-0.14495722130375932,0.07578114611667944,0.5440768924728103
227,1,0,0,0.11914978752267558,-0.17451371534461113,0.06957572078551684,0.6373109961566621
228,1,0,0,0.04634786945815095,-0.23166203453466172,0.012970098667305526,0.6143779451589098
229,1,0,0,0.43626610631964785,-0.12227421308282083,0.15443140363349128,0.511006441696242
230,0,0,0,-0.10235313372862281,-0.2577714027313728,-0.06385385910424057,0.4852052211050999
231,1,0,0,0.06023204113053737,-0.12980183758456276,0.06253235540104818,0.4128348642612962
232,1,0,0,0.37634010092576003,-0.21659671705107741,0.1675232154095553,0.6199963583333337
233,0,0,0,-0.06624345725999725,-0.2386500438525786,0.04102452778390243,0.5799701824967952
234,1,0,0,0.3216483899202171,-0.20105013534134997,0.024308146981105422,0.2237078827525752
235,0,0,0,0.17029848939513764,-0.021528824282709746,0.11249345493658106,0.5475919720059802
236,1,0,0,-0.09927989963703487,-0.17709499977478083,-0.0033673273036011076,0.6165986930692237
237,1,1,0,-0.017804330786468647,-0.3730576111935664,-0.0004117398904712492,0.3250450805749932
238,1,0,0,-0.22400165034325392,-0.22585949783752635,0.042461871261460095,0.5101043785562822
239,1,1,0,0.23517341478283885,-0.18522508909076862,0.1293644973295843,0.4629345548359163
240,0,0,0,0.24368615128070042,-0.10472592689413662,0.21739866766397545,0.5774790809828004
241,0,0,0,0.1284902204545396,-0.31987036368849964,0.006704355933227039,0.1020408669554159
242,1,0,0,0.14694433543359103,-0.25640339644546994,0.025112546498065113,0.1602285800393048
243,1,1,0,0.06937928669913396,-0.1837363858386093,0.06900204527832425,0.4903504491376187
244,1,0,0,0.20906407917437747,-0.17705556611552986,0.06533260174504912,0.5349727622640663
245,1,0,0,0.13765811474198708,0.12424462553430438,0.20521769530250042,0.6791040884955883
246,0,0,0,-0.16971801908819895,-0.22078385064966555,0.023774381530944064,0.540678161561394
247,1,0,0,-0.04658240679522338,-0.34507391759777817,0.058934431010271106,0.3377071195055872
248,0,0,0,0.27944133947627275,-0.20771151001526433,0.06535180339267865,0.4518385915170141
249,0,1,0,0.035089018833354135,-0.1299436067507319,0.06694217643358757,0.4581989482163072
250,1,0,0,0.34135787480733626,-0.15565572213246026,0.12784833706222967,0.391555754467017
251,1,0,0,0.09352923117960027,-0.18894178003295548,0.035974542531971465,0.4639001702515707
252,0,1,0,0.1957700507391291,-0.12214690763134717,-0.03278719186187716,0.4898287097250476
253,1,0,0,0.15283728994509066,-0.05805395911279998,0.08955075775464719,0.5914840167856221
254,1,0,0,0.05363050457700125,-0.09494935061539456,0.10440239536497614,0.6984614884287662
255,1,0,0,0.05048380744917061,-0.2320100249580772,0.016535102440675808,0.3865314319274293
256,1,0,0,0.02020611215722387,-0.16882600893699073,0.06815656478568277,0.3425194660498303
257,1,0,0,-0.022565478759196123,-0.12573713541631526,0.04801649716579816,0.590475833647567
258,1,0,0,0.0939434029566329,-0.23941549536725704,0.050545142183799616,0.5226540231990054
259,1,0,0,0.0371331549450547,-0.1595255716698204,0.1227643979075561,0.4714451890227882
260,0,0,0,0.049595676185075876,-0.12420428088777047,0.08664889312015793,0.5119121923432625
261,1,1,0,0.02472121518352688,-0.12342016149132373,0.03856092850339173,0.5408755861120813
262,0,0,0,0.20009703734057893,-0.06140913450772034,0.18546227469627016,0.3720156004056021
263,0,0,0,-0.05984072858986539,-0.2322299368790749,0.018392603890346786,0.4467659975132886
264,1,1,0,-0.1465817295706801,-0.12352762452368615,0.01747693538800975,0.299017665350282
265,0,0,0,-0.09100010621411919,-0.21081250527608297,0.023936393829889446,0.4622405872512586
266,0,0,0,0.00213866057041856,-0.17831442320885682,-0.013895004108621559,0.4430583809545164
267,1,0,0,-0.16659077343734663,-0.2032635178333616,0.03690573143595048,0.4446580378677309
268,1,0,0,-0.023768837125534847,-0.2634332151597101,0.06724304863671379,0.3131134514944285
269,0,0,0,0.29774293700861665,-0.21934353939701823,0.10266499721004169,0.41179000847658
270,0,0,0,-0.12108394594500249,-0.2864063349533307,-0.05078342723253606,0.2874382837391258
271,0,0,0,-0.23115071381319793,-0.16117396357450142,0.03199137836140374,0.453905390953117
272,0,0,0,0.112817318089948,0.01641217855477395,0.16184282080696272,0.5661803152436712
273,1,1,1,0.2112542961179809,-0.14736221302701757,0.019884664867128594,0.4312289309696502
274,0,0,0,0.2265611055833034,-0.02045703964222456,0.15023930045988615,0.4460593231090783
275,0,0,0,0.0657442349904255,-0.23526699590747835,0.03447170467143674,0.1850972341792237
276,0,0,0,0.105518715192228,-0.15993085194586576,0.10220690424192763,0.4278217942625003
277,1,0,0,0.1969752726356759,-0.33552320242177425,0.05470127905175464,0.2580261515998307
278,1,0,0,-0.15491282698394848,-0.2522828222719552,0.04184963801375874,0.3311978035677999
279,1,0,0,0.3894057582523577,-0.20447465079431681,0.1211538935850522,0.391305819104119
280,1,0,0,0.2113252214811085,0.03964806129089471,0.08657067493974153,0.4661335656644537
281,1,1,0,0.10271648987541854,-0.09705641354721517,0.1069002218942452,0.5552578355588175
282,1,0,0,0.0735326055050998,-0.21015431554754815,0.049202076627102395,0.3535107285397646
283,0,1,0,0.15052804380819734,-0.15889965868279654,0.1125671639870946,0.5131097847007878
284,1,1,0,0.2205202120326869,-0.14405777630961203,0.15098225293388537,0.5400363919197749
285,0,0,0,0.06513173447335252,-0.35327983036541055,0.06151719595994619,0.4316524931094318
286,1,0,0,0.15656488801649565,-0.16080765649883122,0.1111794685654844,0.5324493051095278
287,0,0,0,0.3192702055060708,-0.20771151001526433,0.13974286874269207,0.5077657820710649
288,0,0,0,0.09709602679564794,-0.16417253068395266,0.15991137643725872,0.5845815103630795
289,1,0,0,-0.19375955452240767,-0.055594851471381546,0.05867422773824267,0.6906988047046979
290,1,0,0,0.0764872063526224,-0.20037638258591417,0.03966739217217802,0.5285731905730254
291,0,0,0,0.07691966834824243,-0.4310840157121393,0.05974811806885643,0.4508795366475019
292,1,1,0,-0.1982634545651119,-0.3731148494438806,0.06408195428225055,0.536626639994521
293,0,0,0,-0.137210323560464,-0.32623298288011693,-0.02456128290534302,0.2829922110262849
294,1,0,0,0.004130569294695574,-0.1919766725212958,0.01989311297927763,0.4477075274603803
295,1,0,0,0.21301123729858823,-0.2765582321207374,0.06864779887662874,0.2088464151160079
296,1,0,0,0.02212760509926409,-0.21867862069426203,-0.03496027202642694,0.4280104291094433
297,0,0,0,0.2856908292736732,-0.07801310698495567,0.06414928403424337,0.3582021791189079
298,1,1,0,-0.11931190242339673,-0.0734739565765894,0.06122051495962607,0.6925642978043532
299,0,0,0,0.2639230938112812,-0.2309607024017415,0.08207658616550981,0.2105423012242993
300,1,1,0,0.2059906961550224,-0.2024750439483909,0.0844204483861499,0.6610269105986883
301,1,0,0,0.15027857421644364,-0.12200331436683154,0.0819498675613311,0.3322795474816924
302,1,0,0,0.0064265996616331145,-0.31263644520996026,0.007690146206304637,0.4892633257202544
303,0,0,0,0.05870158141485976,-0.20646574259175576,0.01070655452884289,0.550611543594662
304,1,0,0,-0.07155965628887373,-0.08710367113986295,0.012886446198018178,0.6551278836311949
305,0,0,0,0.08391377760153318,-0.21729126507690588,0.07883417033575597,0.2309215902497359
