row_index,actual_treatment,actual_visit,actual_conversion,uplift_two_model,uplift_class_transform,uplift_causal_forest,baseline_predicted_prob,uplift_class_transform_weighted
26,0,0,0,-0.0636453327182213,-0.0269715189714282,0.1074561846945997,0.6812271509911931,0.001886333963974085
27,0,0,0,-0.0652965517117676,-0.1382466079539288,0.0925682441654238,0.4673123138004925,0.01967592306314514
28,1,0,0,0.1513527154584946,-0.1965994173072356,0.0834644374533004,0.1867723686728786,0.14828107333718044
29,1,0,0,0.0971175975141466,-0.0569116517763642,0.0418534171614103,0.3936079111099481,0.19325663762810397
30,1,0,0,-0.0795240516371489,-0.2403628861776199,0.0490282227497336,0.5205390179231494,0.07430814783930995
31,1,0,0,0.0873931693571044,-0.1896210269104316,0.0513865475201,0.470505774217925,0.12728518879448214
32,1,0,0,-0.002059735789768,-0.1569996418339919,0.1232567538983481,0.6702393908840585,0.15763693144117763
33,0,1,0,0.0366853580610719,-0.324946156397597,0.01660279152131,0.3544755296372116,-0.05304902494732988
34,1,0,0,0.3488123468912737,-0.1191107475775803,0.1476813226281703,0.5821746688746966,0.07064711147049141
35,1,0,0,0.2170228287917872,-0.2303045654583305,0.0925616159749117,0.2860605205177078,0.051837708163128715
36,1,1,1,0.3745125732601954,-0.2414525206559911,0.0932579500932445,0.3265742395508121,0.06361440775040239
37,1,1,0,0.2686424746893079,-0.0413964479048477,0.0878507182301551,0.5445242736874012,0.10904612616347142
38,1,0,0,-0.015826217367942,-0.1605175401299462,0.0440319926501019,0.5430207166491718,0.03813281297872728
39,1,0,0,0.3732573433777903,-0.1352636205624093,0.044439683756551,0.3239263133612426,0.2231902068992475
40,1,1,0,0.0558623520715977,-0.2417359722759825,0.0507214839368249,0.5252169118224983,-0.0441690365409797
41,1,0,0,0.0331516862198739,-0.0871036711398629,0.111711755677745,0.6440214935149997,0.14699229907628797
42,1,0,0,0.2261537157373481,-0.3260189582566331,0.0406293214602813,0.1773059216050376,-0.0543143658621309
43,0,0,0,-0.1627763760082278,-0.2086768489910485,0.0623390903345143,0.5055671536491343,0.06145754879480614
44,0,1,0,0.077690530028363,0.1476685299436995,0.0977799072334539,0.7747890883928855,0.19222536462739148
45,1,0,0,-0.2746840784939791,-0.1984724764065438,-0.0170911665593308,0.4922700028211503,0.0447083022189787
46,1,0,0,0.1615918782485507,-0.2007261786675681,0.1559545605872545,0.5731997761625567,-0.03927674505100065
47,0,0,0,-0.011958597987615,-0.2851323472832447,0.0636845450779311,0.3282728701349605,-0.014185815617758002
48,1,0,0,-0.3108859931847621,-0.3587128725650252,0.0686372354689587,0.4280166648984817,-0.10423257492812976
49,1,0,0,-0.1955341323097683,-0.3892926640899127,-0.0298321794398919,0.3514037735608314,-0.1559434285285195
50,1,1,0,0.0405945187281655,-0.0713209176432999,0.0717980353659993,0.5834111182455578,0.06286200132704045
51,0,0,0,0.078553621054037,-0.178412249457727,0.0044851553090222,0.3603691533382899,0.07957295095203554
52,1,0,0,-0.1236745514829533,-0.243910971126827,-0.0144819099690869,0.2443380357624361,0.06021236577179323
53,0,0,0,-0.0909575324170997,-0.2434013135830924,0.0446648791008544,0.5040825408533165,-0.11365663220514466
54,1,1,0,0.2181831421958079,-0.145430215324931,0.062365879318412,0.4062558977968726,0.1501873154035096
55,1,0,0,0.1860732359226622,-0.2366940378620105,0.0808344475889068,0.528364241062869,-0.029338445224295517
56,0,0,0,0.2512082571764656,-0.1143787163905744,0.1154305304067875,0.3657512800754921,0.1589864915002841
57,0,0,0,0.2114717149107686,0.182355597111637,0.0857193621202134,0.6553106572903815,0.15846031279306172
58,0,0,0,0.2144274116762827,-0.1844395380035007,0.0182943694898707,0.2919123793571647,0.052561653474830994
59,1,0,0,0.0480862225584052,-0.2821736585685065,0.0388975804769819,0.3881386038584645,-0.019045080161776196
60,1,0,0,0.2910469656518532,-0.0088454007225472,0.1407724574842153,0.5518595664297747,0.21290612977104928
61,1,0,0,0.1766449301593651,0.0254255339498883,0.1019270897601009,0.5331633052226297,0.30781221358591626
62,1,0,0,0.0401813865286272,-0.2741460657682386,0.0425532408147058,0.301871256038637,0.032801973743824986
63,1,0,0,0.1568567453470608,-0.4753347433430746,0.0218332974105802,0.4559061648052058,-0.06233921433357381
64,1,0,0,0.4051170077847196,0.0490938118856509,0.1930272847737994,0.6771171489686246,0.15038255943879975
65,1,0,0,0.1101271213484738,-0.0889501309395892,0.0478331708500985,0.5979564792809852,0.07638309230893281
66,1,1,0,0.1424735913933014,-0.2678437179206315,0.118581889575092,0.3702125605013612,0.034040579790372893
67,1,0,0,-0.0734172482556126,-0.1362558376391617,0.007221531996521,0.5783958310991452,0.020420429774040905
68,0,0,0,0.2237014970153119,-0.2104054207381553,-0.0134816096209561,0.4035590019275584,0.08892003456595288
69,1,0,0,0.0815011209905139,-0.1662121542645407,0.1113112930111619,0.556747790094862,0.1378801262752356
70,1,0,0,-0.1387526055787293,-0.1409686218769374,0.0073484392677314,0.4429440897394097,0.04009343892362782
71,1,0,0,0.0954968398399384,-0.3441741237598857,0.103969555848999,0.3464192711110963,-0.04386451905446731
72,1,0,0,0.1635303803243235,-0.1165661090134715,0.0882235508788371,0.2114493946304876,0.2090779890489758
73,1,0,0,-0.2172373669010457,-0.196231728471697,-0.0336500159339046,0.4704208412740265,0.09475184028666028
74,0,0,0,0.4341657890877516,0.1403631626720036,0.2023644354611699,0.6978695699539095,0.2262540528566479
75,1,0,0,0.1248791945211378,-0.1441026323245111,0.0904546326577756,0.603197567646226,0.14706666217298814
76,0,1,0,-0.1552616735071426,-0.2091346377484784,0.0677062319381943,0.5267460657333634,0.027043026142526072
77,0,0,0,0.0960555932909013,0.1335621065932584,0.1212336664192891,0.5686294450053454,0.20320959342699707
78,1,0,0,0.1960577360869247,-0.2866810466501832,0.0657508874086225,0.3944576544954397,-0.004571608511378833
79,0,0,0,0.1146107681784207,-0.2537357737065524,0.0573539357674141,0.236146942478846,0.04451212771831692
80,0,0,0,0.0336470647154937,-0.1436841762138879,0.1047616991327532,0.521424245456551,0.0930962045625554
81,0,0,0,0.0727909904505919,-0.2921092309057563,0.0566660236695429,0.2676038682641042,0.057572449368493706
82,1,0,0,-0.0792074472540586,-0.3129307304879594,0.0188257080167047,0.2273166505843065,-0.05205149952591348
83,1,1,0,0.0183188548447467,-0.1804500725404256,0.0260120939922715,0.3542520831428421,0.02179104291564049
84,1,0,0,0.0432793688859921,-0.2714044416787929,0.0325580107933262,0.4228899417892187,0.02893724181334245
85,1,0,0,-0.0521535980095722,-0.0698935232405189,0.0842546997175391,0.5460441628009237,0.10594137509052692
86,1,0,0,-0.0202282073879698,-0.1688962222416707,0.0853000425648151,0.4205686558159641,0.07309046857903789
87,0,0,0,-0.0734421200994874,-0.2339287340308352,-1.1758815081063333e-05,0.5401458154141096,0.05635854964240816
88,0,0,0,-0.0584711525507564,-0.2642228457139635,0.0557360769759811,0.4160646093758648,-0.04192703472114523
89,1,0,0,-0.016398252206726,-0.3196169671030475,0.0808504047207106,0.4971969243813139,-0.08215200120282362
90,1,0,0,0.0467890139587635,-0.338882158233684,0.0145422402791622,0.353439401156489,0.020294998223676197
91,0,0,0,0.2233533071154793,-0.0756087957598374,0.063621539395882,0.3526843582474769,0.20503883079526153
92,0,1,0,-0.1845710909829335,-0.1082072707792893,0.0546033371415465,0.5051278880475977,0.1476829855750721
93,1,1,0,0.1669446492172013,-0.2778517570692677,0.0773851018229337,0.4251511013397289,0.038152899462845724
94,0,0,0,0.2907274133064517,-0.1265969505077694,0.1514707201716452,0.6139355807195535,0.043729362273895234
95,1,0,0,-0.0467086589570115,-0.2885764395523759,0.0544333541365932,0.4773551771898921,0.0011686111503117491
96,0,0,0,0.3132775967657142,-0.2201317118547445,0.0985347112800241,0.2850869230717048,0.08740906761046352
97,1,0,0,0.168007425265817,-0.3486407031703756,0.0312440984619661,0.4539934183821493,0.04829629821731385
98,1,0,0,0.0350105441180003,-0.2112584014442909,0.0789139846047928,0.3900947034640341,-0.001207768443159507
99,1,0,0,-0.0801998182968807,-0.0870482219734133,0.0604944341288254,0.4430797023007721,0.0928066245325605
100,1,1,0,0.081481972279273,0.012363563477759,0.1311976263226667,0.6738672478023529,0.11095200645437853
101,1,1,0,-0.0654749059068695,-0.1433464959819511,0.0162056625302384,0.6101454591558182,0.04121848133197292
102,1,0,0,0.1195929643187487,-0.3145297969880027,0.0289994836828824,0.4914189124294676,0.03401035170190725
103,0,0,0,0.2212718846214195,-0.2463023395659871,0.1215576046595426,0.3239557339100996,0.0794486976134059
104,0,0,0,-0.0489737799038483,-0.1259172685109508,-0.0228943367652591,0.5577629496333871,0.1769847630252921
105,0,0,0,0.2009268821457058,-0.1818076921372217,0.1221658875144577,0.5253276608190902,0.04739137126913695
106,1,0,0,-0.1239441381573417,-0.1651109690954575,0.037265195717243,0.4008786542483947,-0.00891609058609144
107,1,1,0,0.0616387954772553,0.0141229281580366,0.1426607586173281,0.6317318778053164,0.2075561581170502
108,1,0,0,0.130389528758427,-0.2734373770034485,0.121597969649869,0.5245721714104548,0.0060497951743607725
109,1,0,0,0.1626304296578192,-0.1785706914702998,0.0951977949498228,0.4628047036911102,0.05011673164299357
110,0,0,0,0.1153639341967695,-0.251880749977678,0.0593069959801218,0.2262177537102654,0.047293650514651286
111,1,1,0,0.2308450398502702,-0.1729336528057617,0.0994292958749495,0.3560232521211288,0.12040599173683075
112,1,1,0,-0.1149382441417729,-0.0996165812840409,-0.0065293281623281,0.640274735421056,0.03203798544266068
113,0,0,0,-0.0733808369838203,-0.1902446351151028,0.0982857745126834,0.6316236607486819,-0.11069637365325125
114,0,0,0,0.0498820997001508,-0.2453166135993976,0.0016118365787213,0.4719173545168788,0.02894658794834215
115,1,1,0,-0.2119909273076931,-0.2051592645799557,0.0063320273237003,0.6110901796883275,-0.02376857378543884
116,1,0,0,-0.1646697152040452,-0.2996275101335067,0.0072851067818706,0.7388388999047097,-0.10283105532194559
117,1,0,0,-0.2263611091393762,-0.3322638672470484,0.0549184666465591,0.2246585766259979,-0.10625900465309668
118,0,0,0,-0.0069779005715055,-0.2384003540999526,-0.0105279816550254,0.3267849742001874,0.0522704355855419
119,1,0,0,-0.0564202733114739,0.0100980824413057,0.0970470868972805,0.5077883670717447,0.20160596951415322
120,0,0,0,0.0073544852138009,-0.1721672003089673,0.0797386624332363,0.6023585578925833,0.01892553682836562
121,1,0,0,0.2759102667678496,-0.2439211661791445,0.1069642059262159,0.2559669645122387,0.07381313569157832
122,1,0,0,0.2167693315935526,-0.1455302654815986,0.0710207040830038,0.362314205674911,0.060252999985821454
123,1,0,0,-0.1885292977383313,-0.4519653806756968,0.0259125429734594,0.4836540995274661,-0.40003682825344367
124,1,1,0,0.2686152442467593,-0.2392338828953669,0.140524992053668,0.3484140586444417,0.05144782097259637
125,1,0,0,0.1658711439536483,-0.2236211314107655,0.0420247656572978,0.5660952224277787,0.03145011635296391
126,0,0,0,0.1281437264552,-0.2099560745685005,0.0558705503655631,0.2600655134536925,0.13205342992359825
127,1,1,0,0.057724548692139,-0.1999051812266126,0.1238271324029506,0.431553882017543,0.018241081203733245
128,1,0,0,0.2771811221860806,0.1636627771281897,0.0527383820325833,0.6075828812753831,0.09189695580513191
129,1,0,0,-0.1533855496090926,-0.2540082066634209,-0.015605274108024,0.4913240500356635,0.0010106770320239544
130,1,0,0,0.2810785427166625,-0.2217722949660412,0.129566397667453,0.3227658927590932,-0.08773326664597692
131,0,1,0,-0.0325660759277061,-0.1018911757216566,0.0582663092847187,0.466344514225324,0.3243793388215517
132,1,0,0,0.1346331148861991,-0.1548170608295828,0.0502955397405536,0.3622160601451491,0.11233070696546399
133,0,0,0,-0.0611512736143312,-0.13423004138491,0.0502360962345841,0.6073515534795388,0.0799610659477803
134,0,0,0,0.2151056527192417,-0.2690023454290303,0.0465265325452383,0.1030138933606715,0.0883878283043491
135,0,0,0,-0.2282314929931492,-0.1647854090082023,0.0767737229494634,0.3835220543373691,0.1427055571714464
136,1,0,0,0.1735619681910262,-0.0780625031462344,0.2243284519521189,0.6821473785733189,0.09088262690808913
137,0,0,0,0.2525661910903533,-0.1055980418874696,0.0800060032405796,0.5038427201975098,0.10832467437310012
138,0,0,0,-0.2194262532843221,-0.324946156397597,-0.0175093488315417,0.4268133919786043,-0.1018853359627645
139,0,0,0,-0.1884884275781999,-0.4694053583355296,-0.0221463499581349,0.510894666194853,-0.3929574827178255
140,0,0,0,0.2377008734682455,-0.1684079576256335,0.0493351874977551,0.6520012242021933,-0.07051838269398902
141,1,1,1,-0.0473568838907039,-0.3755115944468541,0.0822704045748462,0.6218015752680606,-0.022240162570023703
142,0,1,1,0.1004787597189914,-0.1519687883813165,0.049663375676362,0.5401278474386803,-0.03651904319697563
143,1,1,1,0.2742761838195774,-0.0546949399104764,0.1023614907853708,0.6162602513177041,0.1268734735385495
144,1,0,0,0.2678263771184498,-0.2350006910084708,0.0855788618238894,0.3145161186050095,0.08171802122735228
145,1,0,0,-0.1325194097557332,-0.1456862835043183,0.0636494909394679,0.3432020806835335,0.16650079887024938
146,1,0,0,0.0773373735269669,-0.3047534421862132,0.1169154838600145,0.5724717642793166,-0.04079481432025811
147,0,0,0,-0.0149802968233817,-0.1037350245086543,-0.0646502549556367,0.6162439027740776,0.002575934464982943
148,0,0,0,0.202137633436353,-0.2087719165604646,0.0821536989548182,0.4024593467946363,0.06487380445413571
149,0,0,0,0.0348915068268542,-0.1653668624421558,0.1284137310360919,0.5377055556920558,0.06121535561780678
150,1,0,0,0.1615513592817144,-0.2920596343114299,0.0257683629648279,0.3562001499767265,0.0152668665824649
151,0,0,0,-0.4643901345947435,-0.368648109623686,-0.0301252325752867,0.3817651827131544,-0.12347237017597679
152,1,0,0,0.0757523880627726,-0.1874241456750732,0.0215652488120603,0.216845773593618,0.06955712954880355
153,1,0,0,-0.1795507264294687,-0.282157548518624,-0.0488973433470275,0.5547004029690711,-0.048435931411718425
154,0,0,0,-0.0686486014440606,-0.1917890717546211,0.1182606565711069,0.5349573755653739,0.04655130414247188
155,0,1,0,-0.1456761693626618,-0.3111670263749133,-0.0090370797275334,0.5761150436345649,-0.06425952661971879
156,0,0,0,-0.1081411756921179,-0.0864296664998847,0.1116468816297271,0.5496071764699191,0.11121347140324578
157,1,1,0,0.0163878417418519,0.0769806037284386,0.1371529140792049,0.795578555891064,0.16158220562146242
158,1,0,0,0.0855837543773398,-0.2035292286732198,0.1128363140607079,0.506876866338241,-0.08256710140611612
159,1,0,0,0.0659370045826645,-0.234656042120946,0.0160907190088792,0.3534722616265944,0.04428899733654568
160,0,0,0,0.0355663148677418,-0.3104294455122786,0.0007595410844391,0.165622806789507,0.05895854104289189
161,1,0,0,-0.2418390057672706,-0.3857483475485953,0.0323092304491185,0.3467901945177777,0.07718108331156537
162,1,0,0,0.2252444404573287,-0.0689379013565161,0.092178067852363,0.5126146753395137,0.13080173728362832
163,1,0,0,0.265195679571802,-0.2485819859141167,0.0875268391117478,0.3205987872750968,0.06370906741118554
164,1,0,0,0.0813417091020033,-0.1820898306778188,0.1137574630045816,0.564941118865659,0.04044065010538467
165,0,0,0,0.2626766642215956,-0.1825541325555891,0.1302729793103956,0.4726937571710062,0.04002686158270019
166,0,0,0,0.014017505988636,-0.2728504736720689,0.0584413232068884,0.4058740727394233,0.028521272275780163
167,1,0,0,0.2324088141791392,-0.2597222206979751,0.0320333393949683,0.1477766510599457,-0.05968891600406312
168,0,0,0,0.057140599196533,-0.1800092657079069,0.1273196738205237,0.4418661107566715,0.10406885175376712
169,1,1,0,0.0055979846531707,-0.0438654819639717,-0.0111585838537467,0.2789108810810444,0.02472796824499568
170,1,0,0,0.1180863062398559,-0.2827560573431603,0.0085210466599694,0.0957889241302436,-0.010079020046905085
171,1,1,0,0.1185720263146659,-0.2021085936359504,0.0379422181195429,0.5359255416480211,-0.07714530789148777
172,1,1,0,0.0616414791471695,-0.2049870647748165,0.0532559836012179,0.3345075565942335,0.0729412464598489
173,1,0,0,0.2297674243184033,-0.1221469076313471,0.0271414943438568,0.5085139634865736,0.12689025578666868
174,1,0,0,0.5074257006458414,-0.1443750818473966,0.1030403836287049,0.5133000810602725,0.08991640887316765
175,1,0,0,0.2043797659732995,-0.1729012454459243,-0.0293696903869216,0.4808151431981048,0.03905919132285263
176,1,0,0,0.2671477166060741,0.0005554813584547,0.1333348756424743,0.5414527881475303,0.2773525957130314
177,1,1,0,0.2231802428299268,-0.2745857052084118,0.0591342214100168,0.2140378390090251,0.019071090045343686
178,0,0,0,-0.1413646669252754,-0.0629168268094304,0.0202653359298854,0.5282694970810541,-0.034734556157446694
179,1,0,0,-0.0236626299362017,-0.1432569972468411,0.0251810506083962,0.2811829841128224,0.0350818594880451
180,1,0,0,0.2447228628054261,-0.1551321737456829,0.0544099659140615,0.4116939395955813,0.11150376585579402
181,1,0,0,0.0693792866991339,-0.1837363858386093,0.0690020452783242,0.4903504491376187,0.07198508808045934
182,0,0,0,0.0327050709524873,-0.1702590775221182,0.0329040079030656,0.4446991716054826,-0.0015181450521469797
183,1,0,0,-0.1218025091535132,-0.3454666445031724,0.0029188143815219,0.4402259561684654,0.01311861730063546
184,0,0,0,0.0060048544819893,-0.2101992771105628,0.0325172195470875,0.3909194778205818,0.11637372234080767
185,0,0,0,0.2826682867758673,-0.0713174037947951,0.1607403535312317,0.5585301252608386,0.15897445402555244
186,1,0,0,0.1052354821810821,-0.3181782189471179,0.0170659931719904,0.1817453439892166,-0.02249020056734341
187,0,0,0,-0.02275289901372,-0.2880611492569443,0.0242095490653647,0.5786746289510487,-0.04418125586123223
188,1,1,0,0.0489825280361893,-0.0495914420859799,0.0860376092900787,0.580015643298375,0.12764589503860346
189,1,0,0,-0.0121110017656783,-0.1437053844913377,0.0501269797443702,0.5088182915930005,0.09318984891087845
190,1,0,0,0.18816598179802,-0.2095777402922805,0.0698024062911855,0.3744447496002623,0.10010213640168009
191,1,0,0,-0.0079518834776217,-0.2242280803026609,0.0602079395414848,0.5759977220945549,0.020163894039672225
192,0,0,0,-0.1638289946758154,-0.1871427881462363,-0.0728304701485704,0.631966898320393,-0.0035671143311735154
193,0,0,0,0.029649847690379,-0.2262494042195192,0.0726174486114158,0.3307079531778006,0.055123941307354096
194,0,0,0,0.2422137982132128,-0.1323886999262451,0.1396396068025036,0.5021056720740115,0.04961790207291661
195,1,0,0,0.0517377449579532,-0.16687330190707,0.0344538873196266,0.4616572563773504,0.0956389869913612
196,1,1,0,-0.0569935817951229,-0.1250517601932292,0.0995801553988034,0.5194521413162851,0.06509020783596631
197,1,0,0,0.02762377651018,-0.1482143903154997,0.060647826153722,0.4805193356599869,0.013357581250937445
198,1,0,0,-0.1185604827269094,-0.1752968431867263,-0.0135607699430969,0.5448011843646132,0.10265815173201487
199,1,0,0,-0.0273743960846223,-0.2379989794340457,-0.0139119367008729,0.3389506799548669,0.07266746456198048
200,1,0,0,-0.1297843674308537,-0.176406514658023,0.0665654029268327,0.4016132098962014,0.13353091535042294
201,1,1,0,0.0577299758092272,-0.151212608082777,0.1101326857164544,0.5254325447695847,0.09028179159297678
202,1,0,0,0.2408873517076919,-0.1975413596818629,0.0374406784820085,0.4402611412736354,0.09212748622858768
203,1,0,0,0.0648131578450742,-0.2855412333394738,0.0213228672220889,0.2309847501557672,0.05900170311833741
204,1,0,0,0.3051363180570866,-0.0054951186459338,0.1213300095255686,0.3782119029663056,0.2015766878085401
205,0,0,0,0.078553621054037,-0.178412249457727,0.0044851553090222,0.3603691533382899,0.07957295095203554
206,0,0,0,0.1253790533703386,-0.2344355517472753,0.1353011184428422,0.5195393362291754,-0.010131156161335864
207,1,0,0,-0.0026448158572331,-0.1981136245071815,0.0714308169333987,0.4863394171541089,-0.015124910382212309
208,1,0,0,0.1348096530091898,-0.1577800021322023,0.0691786954150391,0.2248386631695543,0.19073356853180123
209,1,0,0,-0.0797900851385327,-0.4047124201502773,0.0748658882724872,0.3408978186429844,-0.07941545694772945
210,1,0,0,0.2067017576739708,-0.0979183575814119,0.0858571405067068,0.5196814843475261,0.15000651162179945
211,1,1,0,-0.1347538522529301,-0.3837631222084434,-0.0319996644200834,0.2448857027718251,0.0010544630965929613
212,0,0,0,-0.0748417980221534,-0.2344517307301661,0.0402168607209107,0.5185862884087972,-0.04567440364689723
213,1,0,0,-0.1290144451046492,-0.1957115476135419,0.0409668240280537,0.3749146326469998,0.04158086914534076
214,1,0,0,-0.1148770042139054,-0.1892642153591849,0.0369289714105675,0.4251074172729862,0.13310737969283437
215,0,0,0,0.2181831421958079,-0.145430215324931,0.062365879318412,0.4062558977968726,0.1501873154035096
216,1,0,0,0.0555276215797446,-0.132207590329578,0.0469574492075486,0.3913190117034473,0.1484129227900488
217,1,0,0,0.1740573442965891,-0.1262545343016079,0.1311793114592645,0.3617978345215685,0.08482885130187579
218,1,0,0,-0.1743208586703543,-0.0939686365557018,0.0270742265987036,0.5954582090601643,0.1906451523658821
219,1,0,0,0.0227615310857137,-0.2667170175871051,-0.0619568241048133,0.3875781238324639,0.027943503852990714
220,1,0,0,-0.0765077793305124,-0.1472956811749404,0.0617523691761231,0.515050597565984,0.06423270484608956
221,1,0,0,-0.0294613240294696,-0.2378859228090354,0.0112606649571942,0.2564685248362773,0.06607174777193547
222,1,0,0,-0.0264158021092457,-0.1750730910412783,0.1266474380102747,0.4659289375880445,0.08242767843331866
223,0,1,0,-0.2226123722502518,-0.2445070531222817,0.0161936930245529,0.4906018172591844,-0.03667563761220449
224,1,0,0,0.2330192880740208,-0.2289922246143462,0.1397937637962918,0.2573767840381891,0.026553813830789474
225,1,0,0,0.06211940047697,0.2738121200139465,0.0574331084889299,0.5490979735153098,0.3890253178477636
226,1,0,0,-0.024652246012309,-0.1449572213037593,0.0757811461166794,0.5440768924728103,0.04758831839878663
227,1,0,0,0.1191497875226755,-0.1745137153446111,0.0695757207855168,0.6373109961566621,0.008098354658921503
228,1,0,0,0.0463478694581509,-0.2316620345346617,0.0129700986673055,0.6143779451589098,-0.1722473009374288
229,1,0,0,0.4362661063196478,-0.1222742130828208,0.1544314036334912,0.511006441696242,0.19904904185812966
230,0,0,0,-0.1023531337286228,-0.2577714027313728,-0.0638538591042405,0.4852052211050999,-0.04633811524550857
231,1,0,0,0.0602320411305373,-0.1298018375845627,0.0625323554010481,0.4128348642612962,0.021741777493084147
232,1,0,0,0.37634010092576,-0.2165967170510774,0.1675232154095553,0.6199963583333337,0.04646275910122255
233,0,0,0,-0.0662434572599972,-0.2386500438525786,0.0410245277839024,0.5799701824967952,-0.12466323332521523
234,1,0,0,0.3216483899202171,-0.2010501353413499,0.0243081469811054,0.2237078827525752,0.1927589839755357
235,0,0,0,0.1702984893951376,-0.0215288242827097,0.112493454936581,0.5475919720059802,0.25641686842805034
236,1,0,0,-0.0992798996370348,-0.1770949997747808,-0.0033673273036011,0.6165986930692237,0.01860600048687333
237,1,1,0,-0.0178043307864686,-0.3730576111935664,-0.0004117398904712,0.3250450805749932,-0.0571854479311239
238,1,0,0,-0.2240016503432539,-0.2258594978375263,0.04246187126146,0.5101043785562822,-0.015542600974947418
239,1,1,0,0.2351734147828388,-0.1852250890907686,0.1293644973295843,0.4629345548359163,0.12908011178476775
240,0,0,0,0.2436861512807004,-0.1047259268941366,0.2173986676639754,0.5774790809828004,0.12568334603338172
241,0,0,0,0.1284902204545396,-0.3198703636884996,0.006704355933227,0.1020408669554159,-0.02047916380794601
242,1,0,0,0.146944335433591,-0.2564033964454699,0.0251125464980651,0.1602285800393048,0.0604401069557261
243,1,1,0,0.0693792866991339,-0.1837363858386093,0.0690020452783242,0.4903504491376187,0.07198508808045934
244,1,0,0,0.2090640791743774,-0.1770555661155298,0.0653326017450491,0.5349727622640663,0.10331536215066528
245,1,0,0,0.137658114741987,0.1242446255343043,0.2052176953025003,0.6791040884955883,0.26894656699101405
246,0,0,0,-0.1697180190881989,-0.2207838506496655,0.023774381530944,0.540678161561394,0.008994875264003444
247,1,0,0,-0.0465824067952233,-0.3450739175977781,0.0589344310102711,0.3377071195055872,-0.0966010890500022
248,0,0,0,0.2794413394762727,-0.2077115100152643,0.0653518033926786,0.4518385915170141,0.056172323307871475
249,0,1,0,0.0350890188333541,-0.1299436067507319,0.0669421764335875,0.4581989482163072,0.14076925329985657
250,1,0,0,0.3413578748073362,-0.1556557221324602,0.1278483370622296,0.391555754467017,0.08642669798236402
251,1,0,0,0.0935292311796002,-0.1889417800329554,0.0359745425319714,0.4639001702515707,0.13783884727170848
252,0,1,0,0.1957700507391291,-0.1221469076313471,-0.0327871918618771,0.4898287097250476,0.1453692620023963
253,1,0,0,0.1528372899450906,-0.0580539591127999,0.0895507577546472,0.5914840167856221,0.08868774311357086
254,1,0,0,0.0536305045770012,-0.0949493506153945,0.1044023953649761,0.6984614884287662,0.1360766750690241
